TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,TaxAmount,PaymentType
47.0,5/4/2025,1013.0,2032.0,404.0,0.0,2836.8,8.0,CreditCard
48.0,5/4/2025,1016.0,2051.0,404.0,0.0,117.32,4.0,Check
49.0,5/4/2025,1147.0,2080.0,401.0,1.0,0,10.0,Cash
50.0,5/4/2025,1038.0,2072.0,403.0,0.0,840.6,7.0,CreditCard
51.0,5/4/2025,1063.0,2015.0,404.0,1.0,1214.95,57.0,Check
52.0,5/4/2025,1198.0,2066.0,404.0,3.0,516.06,11.0,Check
53.0,5/4/2025,1113.0,2038.0,404.0,2.0,2223.62,12.0,CreditCard
55.0,5/4/2025,1195.0,2026.0,402.0,2.0,507.74,5.0,CreditCard
56.0,5/4/2025,1169.0,2010.0,402.0,1.0,140.11,2.0,Check
57.0,5/4/2025,1044.0,2070.0,401.0,1.0,0,11.0,Cash
58.0,5/4/2025,1000.0,2052.0,404.0,3.0,2193.78,13.0,CreditCard
59.0,5/4/2025,1074.0,2004.0,402.0,2.0,741.8,8.0,Check
60.0,5/4/2025,1180.0,2036.0,404.0,0.0,217.98,4.0,Check
61.0,5/4/2025,1175.0,2029.0,403.0,1.0,36.48,10.0,CreditCard
62.0,5/4/2025,1108.0,2014.0,402.0,1.0,221.67,13.82,Cash
63.0,5/4/2025,1068.0,2018.0,401.0,0.0,2169.04,5.0,CreditCard
64.0,5/4/2025,1042.0,2039.0,403.0,3.0,2929.32,2.0,Check
65.0,5/4/2025,1031.0,2059.0,403.0,3.0,0,11.0,Cash
66.0,5/4/2025,1069.0,2064.0,404.0,3.0,1470.2,13.0,CreditCard
67.0,5/4/2025,1020.0,2076.0,401.0,3.0,4836.42,8.0,Check
68.0,5/4/2025,1188.0,2041.0,403.0,0.0,1608.42,4.0,Check
69.0,5/4/2025,1023.0,2029.0,401.0,2.0,0,10.0,CreditCard
71.0,5/4/2025,1132.0,2083.0,404.0,2.0,614.53,57.0,CreditCard
72.0,5/4/2025,1046.0,2074.0,404.0,3.0,659.5,11.0,Check
73.0,5/4/2025,1023.0,2060.0,403.0,3.0,1225.14,12.0,Cash
74.0,5/4/2025,1085.0,2041.0,401.0,1.0,1447.58,7.0,CreditCard
75.0,5/4/2025,1084.0,2052.0,404.0,2.0,2925.04,9.0,Check
77.0,5/4/2025,1022.0,2040.0,403.0,2.0,55.26,12.0,CreditCard
78.0,5/4/2025,1029.0,2098.0,404.0,0.0,3631.44,0.0,Cash
79.0,5/4/2025,1168.0,2069.0,404.0,3.0,232.39,5.0,CreditCard
80.0,5/4/2025,1013.0,2024.0,403.0,3.0,372.81,2.0,Check
81.0,5/4/2025,1160.0,2056.0,401.0,1.0,472.25,11.0,Cash
82.0,5/4/2025,1068.0,2070.0,402.0,2.0,109.38,13.0,CreditCard
83.0,5/4/2025,1112.0,2089.0,404.0,0.0,2067.6,8.0,Check
84.0,5/4/2025,1007.0,2080.0,402.0,1.0,1498.07,4.0,Check
85.0,5/4/2025,1079.0,2070.0,401.0,3.0,34.18,10.0,CreditCard
87.0,5/4/2025,1030.0,2082.0,402.0,3.0,799.8,57.0,CreditCard
88.0,5/4/2025,1183.0,2037.0,403.0,3.0,2160.84,11.0,Check
89.0,5/4/2025,1123.0,2060.0,402.0,3.0,2450.28,12.0,Cash
91.0,5/4/2025,1153.0,2065.0,402.0,0.0,470.34,5.0,Check
93.0,5/4/2025,1129.0,2034.0,401.0,2.0,108.94,11.0,CreditCard
94.0,5/4/2025,1185.0,2038.0,404.0,1.0,1667.72,13.0,Cash
95.0,5/4/2025,1114.0,2068.0,404.0,2.0,656.19,8.0,CreditCard
96.0,5/4/2025,1085.0,2070.0,404.0,3.0,0,4.0,Check
97.0,5/4/2025,1082.0,2024.0,402.0,3.0,372.81,10.0,Cash
98.0,5/4/2025,1059.0,2099.0,404.0,0.0,1292.64,7.0,Cash
99.0,5/4/2025,1081.0,2095.0,404.0,3.0,490.79,57.0,CreditCard
100.0,5/4/2025,1098.0,2084.0,402.0,3.0,0,11.0,Check
101.0,5/4/2025,1009.0,2016.0,403.0,0.0,969.06,12.0,Check
103.0,5/4/2025,1184.0,2018.0,404.0,1.0,488.03,5.0,Cash
104.0,5/4/2025,1019.0,2060.0,403.0,2.0,0,2.0,CreditCard
105.0,5/4/2025,1159.0,2088.0,404.0,0.0,0,11.0,Check
107.0,5/4/2025,1160.0,2091.0,404.0,0.0,905.79,8.0,CreditCard
108.0,5/4/2025,1158.0,2008.0,402.0,2.0,159.82,4.0,Check
109.0,5/4/2025,1058.0,2095.0,401.0,3.0,2453.95,10.0,Check
110.0,5/4/2025,1025.0,2097.0,401.0,3.0,842.1,13.82,CreditCard
111.0,5/4/2025,1042.0,2088.0,403.0,0.0,709.35,5.0,Cash
112.0,5/4/2025,1011.0,2041.0,401.0,2.0,0,2.0,CreditCard
113.0,5/4/2025,1091.0,2047.0,404.0,1.0,0,11.0,Check
114.0,5/4/2025,1062.0,2067.0,404.0,1.0,0,13.0,Cash
115.0,5/4/2025,1043.0,2022.0,401.0,3.0,2684.72,8.0,CreditCard
116.0,5/4/2025,1158.0,2087.0,402.0,3.0,477.96,4.0,Check
117.0,5/4/2025,1149.0,2018.0,402.0,3.0,1626.78,10.0,Check
118.0,5/4/2025,1163.0,2032.0,404.0,2.0,756.48,7.0,CreditCard
119.0,5/4/2025,1170.0,2001.0,404.0,2.0,659.76,57.0,Cash
120.0,5/4/2025,1173.0,2069.0,402.0,0.0,464.78,11.0,CreditCard
121.0,5/4/2025,1113.0,2044.0,403.0,3.0,0,12.0,Check
122.0,5/4/2025,1176.0,2032.0,404.0,2.0,756.48,7.0,Cash
123.0,5/4/2025,1050.0,2049.0,404.0,0.0,2819.52,9.0,CreditCard
124.0,5/4/2025,1060.0,2048.0,403.0,2.0,1144.42,11.0,Check
125.0,5/4/2025,1179.0,2037.0,401.0,3.0,1440.56,12.0,Check
126.0,5/4/2025,1070.0,2001.0,401.0,3.0,0,0.0,CreditCard
127.0,5/4/2025,1073.0,2099.0,402.0,2.0,0,5.0,Cash
128.0,5/4/2025,1056.0,2081.0,402.0,2.0,0,2.0,CreditCard
130.0,5/4/2025,1160.0,2082.0,401.0,2.0,426.56,13.0,Cash
131.0,5/4/2025,1112.0,2004.0,403.0,1.0,1669.05,8.0,Cash
133.0,5/4/2025,1044.0,2025.0,402.0,2.0,223.7,10.0,Check
134.0,5/4/2025,1135.0,2064.0,403.0,1.0,793.91,7.0,Check
135.0,5/4/2025,1065.0,2061.0,403.0,2.0,639.74,57.0,CreditCard
136.0,5/4/2025,1029.0,2059.0,401.0,1.0,921.69,11.0,Cash
137.0,5/4/2025,1193.0,2028.0,404.0,2.0,1531.06,12.0,CreditCard
139.0,5/4/2025,1137.0,2015.0,404.0,2.0,539.98,5.0,Cash
140.0,5/4/2025,1172.0,2095.0,403.0,3.0,2453.95,2.0,CreditCard
141.0,5/4/2025,1163.0,2047.0,401.0,1.0,301.48,11.0,Check
142.0,5/4/2025,1120.0,2003.0,403.0,1.0,1039.99,13.0,Check
143.0,5/4/2025,1165.0,2008.0,404.0,2.0,53.27,8.0,CreditCard
144.0,5/4/2025,1166.0,2052.0,401.0,1.0,658.13,4.0,Cash
145.0,5/4/2025,1011.0,2004.0,403.0,3.0,3709,10.0,CreditCard
147.0,5/4/2025,1099.0,2058.0,403.0,3.0,666.75,57.0,Cash
148.0,5/4/2025,1150.0,2095.0,402.0,3.0,490.79,11.0,CreditCard
149.0,5/4/2025,1167.0,2012.0,404.0,3.0,0,12.0,Check
152.0,5/4/2025,1025.0,2087.0,403.0,2.0,0,2.0,Cash
153.0,5/4/2025,1015.0,2050.0,403.0,1.0,504.31,11.0,CreditCard
154.0,5/4/2025,1031.0,2058.0,401.0,1.0,2400.3,13.0,Check
155.0,5/4/2025,1164.0,2081.0,401.0,0.0,2984.88,8.0,Cash
157.0,5/4/2025,1017.0,2097.0,402.0,1.0,757.89,10.0,Check
161.0,5/4/2025,1003.0,2045.0,402.0,2.0,499.42,11.0,CreditCard
162.0,5/4/2025,1004.0,2022.0,403.0,0.0,671.18,13.0,Check
163.0,5/4/2025,1032.0,2094.0,404.0,0.0,493.35,8.0,Cash
164.0,5/4/2025,1190.0,2008.0,404.0,3.0,266.36,4.0,CreditCard
165.0,5/4/2025,1199.0,2046.0,401.0,3.0,167.15,10.0,Check
166.0,5/4/2025,1128.0,2028.0,401.0,2.0,2041.41,7.0,Check
167.0,5/4/2025,1117.0,2082.0,401.0,0.0,799.8,57.0,Cash
168.0,5/4/2025,1122.0,2051.0,404.0,0.0,234.64,11.0,Cash
169.0,5/4/2025,1125.0,2091.0,404.0,0.0,1811.58,12.0,CreditCard
171.0,5/4/2025,1032.0,2035.0,403.0,3.0,4499.95,9.0,Cash
172.0,5/4/2025,1152.0,2067.0,403.0,3.0,872.85,11.0,CreditCard
173.0,5/4/2025,1129.0,2077.0,404.0,0.0,2809.15,12.0,Check
175.0,5/4/2025,1115.0,2029.0,404.0,2.0,0,5.0,CreditCard
176.0,5/4/2025,1116.0,2051.0,404.0,0.0,351.96,2.0,Cash
177.0,5/4/2025,1080.0,2054.0,403.0,2.0,3602.04,11.0,CreditCard
178.0,5/4/2025,1095.0,2019.0,404.0,0.0,933.93,13.0,Cash
180.0,5/4/2025,1024.0,2095.0,403.0,1.0,3533.69,4.0,CreditCard
182.0,5/4/2025,1105.0,2045.0,404.0,0.0,624.28,7.0,Check
184.0,5/4/2025,1026.0,2073.0,402.0,1.0,1797.95,11.0,Cash
185.0,5/4/2025,1168.0,2061.0,402.0,0.0,599.76,12.0,CreditCard
187.0,5/4/2025,1195.0,2035.0,402.0,3.0,0,5.0,Cash
188.0,5/4/2025,1143.0,2098.0,401.0,2.0,2178.86,2.0,CreditCard
189.0,5/4/2025,1007.0,2023.0,403.0,2.0,751.63,11.0,Check
190.0,5/4/2025,1086.0,2044.0,401.0,1.0,373.64,13.0,Check
191.0,5/4/2025,1036.0,2072.0,404.0,0.0,1260.9,8.0,CreditCard
193.0,5/4/2025,1191.0,2067.0,402.0,3.0,872.85,10.0,CreditCard
194.0,5/4/2025,1107.0,2058.0,403.0,1.0,1800.22,7.0,Check
195.0,5/4/2025,1094.0,2039.0,403.0,0.0,1952.88,57.0,Cash
199.0,5/4/2025,1106.0,2034.0,402.0,0.0,136.17,5.0,CreditCard
200.0,5/4/2025,1088.0,2055.0,401.0,2.0,129.46,2.0,Cash
201.0,5/4/2025,1173.0,2086.0,404.0,2.0,715.28,11.0,CreditCard
202.0,5/4/2025,1011.0,2028.0,404.0,0.0,0,13.0,Check
203.0,5/4/2025,1001.0,2026.0,403.0,1.0,190.4,8.0,Cash
204.0,5/4/2025,1196.0,2017.0,403.0,2.0,370.96,4.0,CreditCard
205.0,5/4/2025,1083.0,2015.0,401.0,3.0,0,10.0,Check
206.0,5/4/2025,1191.0,2055.0,402.0,1.0,48.55,13.82,Check
207.0,5/4/2025,1097.0,2068.0,402.0,2.0,1312.38,5.0,CreditCard
208.0,5/4/2025,1018.0,2050.0,401.0,3.0,0,2.0,Cash
209.0,5/4/2025,1004.0,2058.0,401.0,2.0,1066.8,11.0,CreditCard
211.0,5/4/2025,1074.0,2014.0,404.0,0.0,738.9,8.0,Cash
212.0,5/4/2025,1083.0,2021.0,404.0,2.0,668.33,4.0,CreditCard
213.0,5/4/2025,1022.0,2055.0,401.0,1.0,97.09,10.0,Check
214.0,5/4/2025,1111.0,2075.0,404.0,0.0,1561.28,7.0,Check
215.0,5/4/2025,1101.0,2039.0,403.0,1.0,2636.39,57.0,CreditCard
216.0,5/4/2025,1085.0,2099.0,402.0,0.0,646.32,11.0,Cash
217.0,5/4/2025,1130.0,2081.0,401.0,1.0,1343.2,12.0,CreditCard
218.0,5/4/2025,1198.0,2044.0,403.0,1.0,186.82,7.0,Check
221.0,5/4/2025,1045.0,2098.0,404.0,3.0,907.86,12.0,Check
223.0,5/4/2025,1160.0,2040.0,402.0,3.0,138.16,5.0,CreditCard
224.0,5/4/2025,1017.0,2060.0,404.0,2.0,0,2.0,Cash
226.0,5/4/2025,1129.0,2009.0,403.0,3.0,198.93,13.0,Check
228.0,5/4/2025,1073.0,2009.0,401.0,3.0,66.31,4.0,CreditCard
229.0,5/4/2025,1118.0,2074.0,401.0,3.0,659.5,10.0,Check
230.0,5/4/2025,1146.0,2083.0,402.0,2.0,614.53,7.0,Check
231.0,5/4/2025,1154.0,2060.0,402.0,0.0,408.38,57.0,CreditCard
232.0,5/4/2025,1115.0,2013.0,403.0,0.0,2806.08,11.0,Cash
235.0,5/4/2025,1134.0,2066.0,402.0,2.0,1238.54,5.0,Cash
236.0,5/4/2025,1095.0,2036.0,404.0,3.0,653.94,2.0,CreditCard
237.0,5/4/2025,1198.0,2043.0,401.0,2.0,1397.52,11.0,Check
238.0,5/4/2025,1016.0,2042.0,401.0,3.0,0,13.0,Check
239.0,5/4/2025,1072.0,2032.0,402.0,2.0,1512.96,8.0,CreditCard
240.0,5/4/2025,1020.0,2074.0,402.0,2.0,527.6,4.0,Cash
241.0,5/4/2025,1079.0,2083.0,404.0,1.0,691.34,10.0,CreditCard
242.0,5/4/2025,1152.0,2090.0,401.0,2.0,57.31,7.0,Check
243.0,5/4/2025,1143.0,2048.0,403.0,1.0,0,57.0,Cash
244.0,5/4/2025,1171.0,2089.0,401.0,3.0,1654.08,11.0,CreditCard
245.0,5/4/2025,1130.0,2046.0,401.0,2.0,106.98,12.0,Check
247.0,5/4/2025,1196.0,2062.0,402.0,1.0,1114.85,5.0,CreditCard
248.0,5/4/2025,1035.0,2019.0,401.0,2.0,0,2.0,Cash
250.0,5/4/2025,1196.0,2079.0,402.0,3.0,2851.62,13.0,Check
251.0,5/4/2025,1039.0,2020.0,402.0,1.0,338.25,8.0,Cash
252.0,5/4/2025,1184.0,2056.0,401.0,3.0,1574.16,4.0,CreditCard
253.0,5/4/2025,1093.0,2086.0,402.0,3.0,3576.4,10.0,Check
254.0,5/4/2025,1156.0,2036.0,404.0,1.0,392.36,13.82,Check
255.0,5/4/2025,1136.0,2030.0,403.0,3.0,509.91,5.0,CreditCard
256.0,5/4/2025,1049.0,2047.0,404.0,3.0,1674.9,2.0,Cash
258.0,5/4/2025,1041.0,2025.0,402.0,2.0,671.09,13.0,Check
259.0,5/4/2025,1013.0,2082.0,404.0,2.0,1066.4,8.0,Cash
260.0,5/4/2025,1141.0,2013.0,401.0,2.0,748.29,4.0,CreditCard
261.0,5/4/2025,1021.0,2097.0,402.0,2.0,673.68,10.0,Check
262.0,5/4/2025,1115.0,2065.0,402.0,3.0,1881.36,7.0,Check
264.0,5/4/2025,1006.0,2053.0,401.0,3.0,610.15,11.0,Cash
265.0,5/4/2025,1128.0,2047.0,402.0,3.0,1004.94,12.0,CreditCard
267.0,5/4/2025,1081.0,2012.0,403.0,1.0,1682.61,9.0,Cash
268.0,5/4/2025,1035.0,2004.0,403.0,3.0,927.25,11.0,CreditCard
269.0,5/4/2025,1178.0,2017.0,404.0,3.0,1854.8,12.0,Check
270.0,5/4/2025,1157.0,2000.0,401.0,0.0,1938.62,0.0,Check
271.0,5/4/2025,1065.0,2027.0,402.0,3.0,775.83,5.0,CreditCard
272.0,5/4/2025,1028.0,2099.0,403.0,1.0,3490.13,2.0,Cash
273.0,5/4/2025,1077.0,2015.0,401.0,1.0,1822.42,11.0,CreditCard
274.0,5/4/2025,1107.0,2081.0,404.0,0.0,2238.66,13.0,Check
277.0,5/4/2025,1000.0,2078.0,403.0,1.0,0,10.0,Check
278.0,5/4/2025,1146.0,2053.0,402.0,0.0,1220.3,7.0,Check
279.0,5/4/2025,1134.0,2046.0,401.0,0.0,33.43,57.0,CreditCard
281.0,5/4/2025,1095.0,2032.0,401.0,2.0,1512.96,12.0,CreditCard
283.0,5/4/2025,1197.0,2074.0,403.0,1.0,593.55,5.0,Cash
284.0,5/4/2025,1011.0,2045.0,403.0,1.0,842.78,2.0,CreditCard
286.0,5/4/2025,1161.0,2023.0,402.0,0.0,939.54,13.0,Check
287.0,5/4/2025,1183.0,2099.0,404.0,0.0,1292.64,8.0,CreditCard
288.0,5/4/2025,1075.0,2025.0,401.0,1.0,0,4.0,Cash
289.0,5/4/2025,1010.0,2040.0,403.0,3.0,138.16,10.0,CreditCard
290.0,5/4/2025,1139.0,2060.0,403.0,0.0,1225.14,7.0,Check
291.0,5/4/2025,1192.0,2082.0,402.0,2.0,213.28,57.0,Cash
292.0,5/4/2025,1091.0,2099.0,401.0,2.0,1034.11,11.0,CreditCard
295.0,5/4/2025,1086.0,2023.0,404.0,3.0,3758.16,5.0,CreditCard
297.0,5/4/2025,1186.0,2054.0,401.0,3.0,0,11.0,CreditCard
298.0,5/4/2025,1154.0,2023.0,403.0,2.0,751.63,13.0,Check
299.0,5/4/2025,1026.0,2010.0,403.0,2.0,62.27,8.0,Cash
300.0,5/4/2025,1078.0,2057.0,404.0,1.0,393.28,4.0,CreditCard
301.0,5/4/2025,1176.0,2056.0,403.0,3.0,524.72,10.0,Check
303.0,5/4/2025,1070.0,2081.0,401.0,0.0,1492.44,5.0,CreditCard
304.0,5/4/2025,1171.0,2081.0,404.0,2.0,596.98,2.0,Cash
305.0,5/4/2025,1131.0,2095.0,402.0,0.0,1472.37,11.0,CreditCard
307.0,5/4/2025,1032.0,2008.0,402.0,2.0,106.54,8.0,Cash
308.0,5/4/2025,1092.0,2049.0,401.0,1.0,0,4.0,CreditCard
310.0,5/4/2025,1113.0,2097.0,401.0,1.0,757.89,7.0,Check
311.0,5/4/2025,1135.0,2046.0,404.0,2.0,80.23,57.0,CreditCard
312.0,5/4/2025,1166.0,2035.0,402.0,0.0,899.99,11.0,Cash
318.0,5/4/2025,1044.0,2091.0,404.0,0.0,1811.58,0.0,Check
319.0,5/4/2025,1174.0,2040.0,403.0,0.0,34.54,5.0,CreditCard
320.0,5/4/2025,1140.0,2069.0,403.0,2.0,557.74,2.0,Cash
321.0,5/4/2025,1040.0,2091.0,402.0,2.0,724.63,11.0,CreditCard
323.0,5/4/2025,1035.0,2030.0,404.0,0.0,339.94,8.0,Cash
324.0,5/4/2025,1092.0,2070.0,403.0,3.0,102.54,4.0,Cash
325.0,5/4/2025,1141.0,2016.0,401.0,0.0,0,10.0,CreditCard
329.0,5/4/2025,1119.0,2087.0,403.0,1.0,0,12.0,Cash
331.0,5/4/2025,1110.0,2064.0,401.0,0.0,0,5.0,Check
332.0,5/4/2025,1132.0,2019.0,403.0,1.0,1681.07,2.0,Cash
335.0,5/4/2025,1050.0,2081.0,403.0,1.0,2686.39,8.0,Check
337.0,5/4/2025,1151.0,2074.0,402.0,1.0,1187.1,10.0,Cash
341.0,5/4/2025,1127.0,2080.0,403.0,2.0,1997.42,12.0,CreditCard
343.0,5/4/2025,1116.0,2009.0,401.0,1.0,119.36,5.0,Check
344.0,5/4/2025,1112.0,2053.0,404.0,3.0,0,2.0,CreditCard
345.0,5/4/2025,1052.0,2043.0,402.0,2.0,698.76,11.0,Cash
347.0,5/4/2025,1033.0,2097.0,403.0,0.0,4210.5,8.0,Check
348.0,5/4/2025,1081.0,2030.0,404.0,0.0,339.94,4.0,Cash
349.0,5/4/2025,1068.0,2057.0,402.0,1.0,1179.85,10.0,CreditCard
350.0,5/4/2025,1024.0,2006.0,403.0,3.0,594,13.82,Check
351.0,5/4/2025,1157.0,2053.0,402.0,1.0,1098.27,5.0,Check
352.0,5/4/2025,1083.0,2073.0,403.0,1.0,2247.44,2.0,CreditCard
354.0,5/4/2025,1127.0,2039.0,404.0,0.0,1952.88,13.0,CreditCard
355.0,5/4/2025,1023.0,2050.0,404.0,1.0,0,8.0,Check
356.0,5/4/2025,1055.0,2074.0,403.0,0.0,1978.5,4.0,Cash
357.0,5/4/2025,1012.0,2036.0,404.0,3.0,653.94,10.0,Cash
358.0,5/4/2025,1073.0,2068.0,401.0,0.0,2460.72,7.0,CreditCard
359.0,5/4/2025,1110.0,2017.0,403.0,2.0,370.96,57.0,Check
360.0,5/4/2025,1195.0,2051.0,403.0,0.0,117.32,11.0,Check
361.0,5/4/2025,1102.0,2006.0,402.0,2.0,792,12.0,CreditCard
368.0,5/4/2025,1121.0,2066.0,404.0,1.0,0,2.0,Check
369.0,5/4/2025,1155.0,2065.0,402.0,2.0,1128.82,11.0,CreditCard
370.0,5/4/2025,1156.0,2040.0,402.0,3.0,138.16,13.0,Cash
371.0,5/4/2025,1157.0,2094.0,403.0,2.0,1578.72,8.0,CreditCard
373.0,5/4/2025,1121.0,2002.0,403.0,2.0,2771.2,10.0,Cash
374.0,5/4/2025,1172.0,2014.0,404.0,2.0,197.04,7.0,CreditCard
375.0,5/4/2025,1185.0,2088.0,401.0,3.0,2128.05,57.0,Check
376.0,5/4/2025,1067.0,2083.0,402.0,0.0,0,11.0,Check
379.0,5/4/2025,1146.0,2089.0,401.0,1.0,744.34,5.0,CreditCard
380.0,5/4/2025,1004.0,2056.0,403.0,3.0,2098.88,2.0,Check
381.0,5/4/2025,1038.0,2052.0,402.0,3.0,2193.78,11.0,Cash
382.0,5/4/2025,1128.0,2099.0,404.0,0.0,3877.92,13.0,CreditCard
383.0,5/4/2025,1180.0,2017.0,402.0,2.0,741.92,8.0,Check
386.0,5/4/2025,1173.0,2098.0,403.0,3.0,3631.44,13.82,Cash
387.0,5/4/2025,1049.0,2031.0,403.0,2.0,1356.72,7.0,CreditCard
388.0,5/4/2025,1057.0,2038.0,403.0,1.0,2501.58,9.0,Check
390.0,5/4/2025,1122.0,2044.0,403.0,2.0,166.06,12.0,CreditCard
393.0,5/4/2025,1010.0,2036.0,401.0,2.0,348.77,2.0,CreditCard
395.0,5/4/2025,1054.0,2025.0,403.0,2.0,671.09,13.0,CreditCard
396.0,5/4/2025,1035.0,2013.0,402.0,1.0,1683.65,8.0,Check
397.0,5/4/2025,1012.0,2085.0,402.0,1.0,217.94,4.0,Cash
400.0,5/4/2025,1001.0,2070.0,402.0,3.0,102.54,57.0,Check
401.0,5/4/2025,1167.0,2060.0,404.0,1.0,735.08,11.0,CreditCard
404.0,5/4/2025,1136.0,2094.0,401.0,1.0,1776.06,5.0,Check
405.0,5/4/2025,1106.0,2022.0,401.0,3.0,671.18,2.0,Cash
406.0,5/4/2025,1126.0,2023.0,403.0,0.0,0,11.0,CreditCard
407.0,5/4/2025,1002.0,2038.0,401.0,2.0,1482.42,13.0,Check
408.0,5/4/2025,1072.0,2058.0,404.0,1.0,1200.15,8.0,Check
409.0,5/4/2025,1129.0,2059.0,403.0,1.0,1382.54,4.0,CreditCard
410.0,5/4/2025,1028.0,2042.0,402.0,3.0,502.83,10.0,Cash
411.0,5/4/2025,1165.0,2032.0,402.0,0.0,0,7.0,CreditCard
412.0,5/4/2025,1188.0,2043.0,403.0,1.0,1572.21,57.0,Check
413.0,5/4/2025,1044.0,2078.0,404.0,3.0,426.03,11.0,Cash
414.0,5/4/2025,1131.0,2041.0,401.0,3.0,3216.84,12.0,CreditCard
417.0,5/4/2025,1066.0,2049.0,402.0,3.0,0,2.0,CreditCard
419.0,5/4/2025,1149.0,2092.0,401.0,2.0,1157.3,13.0,CreditCard
420.0,5/4/2025,1167.0,2046.0,402.0,0.0,133.72,8.0,Check
422.0,5/4/2025,1040.0,2051.0,403.0,0.0,469.28,10.0,CreditCard
424.0,5/4/2025,1056.0,2017.0,404.0,1.0,834.66,5.0,Check
426.0,5/4/2025,1179.0,2070.0,404.0,1.0,61.52,11.0,Cash
428.0,5/4/2025,1135.0,2090.0,403.0,0.0,0,8.0,Check
429.0,5/4/2025,1144.0,2014.0,401.0,1.0,443.34,4.0,Cash
431.0,5/4/2025,1083.0,2066.0,404.0,0.0,516.06,7.0,Check
433.0,5/4/2025,1130.0,2057.0,401.0,3.0,1747.92,11.0,CreditCard
434.0,5/4/2025,1033.0,2065.0,404.0,3.0,0,12.0,Cash
435.0,5/4/2025,1144.0,2007.0,404.0,2.0,933.42,7.0,CreditCard
436.0,5/4/2025,1185.0,2002.0,404.0,2.0,692.8,9.0,Check
437.0,5/4/2025,1000.0,2095.0,402.0,0.0,0,11.0,Cash
439.0,5/4/2025,1138.0,2007.0,401.0,3.0,2333.56,0.0,Check
440.0,5/4/2025,1008.0,2036.0,404.0,1.0,196.18,5.0,Check
442.0,5/4/2025,1097.0,2057.0,404.0,3.0,436.98,11.0,Cash
