TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,TaxAmount,PaymentType
36,1/8/2020,1179,2060,403,2,1066.8,4,Check
37,1/9/2020,1064,2060,401,1,12.16,10,CreditCard
38,1/10/2020,1080,2015,402,1,3037.36,7,Cash
39,1/11/2020,1055,2094,404,2,1578.72,57,CreditCard
40,1/12/2020,1185,2075,403,0,0,11,Check
41,1/13/2020,9999,2037,402,2,288.11,12,Cash
42,1/14/2020,1045,2038,401,1,1667.72,72,CreditCard
43,1/15/2020,1070,2005,401,2,686.05,5,Check
44,1/16/2020,1178,2016,404,0,0,2,Check
45,1/17/2020,1003,2073,403,3,1498.29,11,CreditCard
46,1/18/2020,1122,2056,403,1,944.5,13,Cash
47,1/19/2020,1013,2032,404,0,2836.8,8,CreditCard
48,1/20/2020,1016,2051,404,0,117.32,4,Check
49,1/21/2020,1147,2080,401,1,0,10,Cash
50,1/22/2020,1038,2072,403,0,840.6,7,CreditCard
51,1/23/2020,1063,2015,404,1,1214.95,57,Check
52,1/24/2020,1198,2066,404,3,516.06,11,Check
53,1/25/2020,1113,2038,404,2,2223.62,12,CreditCard
54,1/26/2020,1145,2079,401,0,1901.08,72,Cash
55,1/27/2020,1195,2026,402,2,507.74,5,CreditCard
56,1/28/2020,1169,2010,402,1,140.11,2,Check
57,1/29/2020,1044,2070,401,1,0,11,Cash
58,1/30/2020,1000,2052,404,3,2193.78,13,CreditCard
59,1/31/2020,1074,2004,402,2,741.8,8,Check
60,2/1/2020,1180,2036,404,0,217.98,4,Check
61,2/2/2020,1175,2029,403,1,36.48,10,CreditCard
62,2/3/2020,1108,2014,402,1,221.67,,Cash
63,2/4/2020,1068,2018,401,0,2169.04,5,CreditCard
64,2/5/2020,1042,2039,403,3,2929.32,2,Check
65,2/6/2020,1031,2059,403,3,0,11,Cash
66,2/7/2020,1069,2064,404,3,1470.2,13,CreditCard
67,2/8/2020,1020,2076,401,3,4836.42,8,Check
68,2/9/2020,1188,2041,403,0,1608.42,4,Check
69,2/10/2020,1023,2029,401,2,0,10,CreditCard
70,2/11/2020,1147,2005,402,3,0,7,Cash
71,2/12/2020,1132,2083,404,2,614.53,57,CreditCard
72,2/13/2020,1046,2074,404,3,659.5,11,Check
73,2/14/2020,1023,2060,403,3,1225.14,12,Cash
74,2/15/2020,1085,2041,401,1,1447.58,7,CreditCard
75,2/16/2020,1084,2052,404,2,2925.04,9,Check
76,2/17/2020,1169,2051,401,3,117.32,11,Check
77,2/18/2020,1022,2040,403,2,55.26,12,CreditCard
78,2/19/2020,1029,2098,404,0,3631.44,0,Cash
79,2/20/2020,1168,2069,404,3,232.39,5,CreditCard
80,2/21/2020,1013,2024,403,3,372.81,2,Check
81,2/22/2020,1160,2056,401,1,472.25,11,Cash
82,2/23/2020,1068,2070,402,2,109.38,13,CreditCard
83,2/24/2020,1112,2089,404,0,2067.6,8,Check
84,2/25/2020,1007,2080,402,1,1498.07,4,Check
85,2/26/2020,1079,2070,401,3,34.18,10,CreditCard
86,2/27/2020,1023,2028,401,3,2551.76,7,Cash
87,2/28/2020,1030,2082,402,3,799.8,57,CreditCard
88,2/29/2020,1183,2037,403,3,2160.84,11,Check
89,3/1/2020,1123,2060,402,3,2450.28,12,Cash
90,3/2/2020,1141,2018,404,1,2440.17,72,CreditCard
91,3/3/2020,1153,2065,402,0,470.34,5,Check
92,3/4/2020,1070,2098,404,2,0,2,Check
93,3/5/2020,1129,2034,401,2,108.94,11,CreditCard
94,3/6/2020,1185,2038,404,1,1667.72,13,Cash
95,3/7/2020,1114,2068,404,2,656.19,8,CreditCard
96,3/8/2020,1085,2070,404,3,0,4,Check
97,3/9/2020,1082,2024,402,3,372.81,10,
98,3/10/2020,1059,2099,404,0,1292.64,7,Cash
99,3/11/2020,1081,2095,404,3,490.79,57,CreditCard
100,3/12/2020,1098,2084,402,3,0,11,Check
101,3/13/2020,1009,2016,403,0,969.06,12,Check
102,3/14/2020,1112,2012,404,0,1869.57,72,CreditCard
103,3/15/2020,1184,2018,404,1,488.03,5,Cash
104,3/16/2020,1019,2060,403,2,0,2,CreditCard
105,3/17/2020,1159,2088,404,0,0,11,Check
106,3/18/2020,1084,2086,404,2,2861.12,13,Cash
107,3/19/2020,1160,2091,404,0,905.79,8,CreditCard
108,3/20/2020,1158,2008,402,2,159.82,4,Check
109,3/21/2020,1058,2095,401,3,2453.95,10,Check
110,3/22/2020,1025,2097,401,3,842.1,,CreditCard
111,3/23/2020,1042,2088,403,0,709.35,5,Cash
112,3/24/2020,1011,2041,401,2,0,2,CreditCard
113,3/25/2020,1091,2047,404,1,0,11,Check
114,3/26/2020,1062,2067,404,1,0,13,Cash
115,3/27/2020,1043,2022,401,3,2684.72,8,CreditCard
116,3/28/2020,1158,2087,402,3,477.96,4,Check
117,3/29/2020,1149,2018,402,3,1626.78,10,Check
118,3/30/2020,1163,2032,404,2,756.48,7,CreditCard
119,3/31/2020,1170,2001,404,2,659.76,57,Cash
120,4/1/2020,1173,2069,402,0,464.78,11,CreditCard
121,4/2/2020,1113,2044,403,3,0,12,Check
122,4/3/2020,1176,2032,404,2,756.48,7,Cash
123,4/4/2020,1050,2049,404,0,2819.52,9,CreditCard
124,4/5/2020,1060,2048,403,2,1144.42,11,Check
125,4/6/2020,1179,2037,401,3,1440.56,12,Check
126,4/7/2020,1070,2001,401,3,0,0,CreditCard
127,4/8/2020,1073,2099,402,2,0,5,Cash
128,4/9/2020,1056,2081,402,2,0,2,CreditCard
129,4/10/2020,1173,2096,402,0,672.18,11,Check
130,4/11/2020,1160,2082,401,2,426.56,13,
131,4/12/2020,1112,2004,403,1,1669.05,8,Cash
132,4/13/2020,1023,2037,403,3,2160.84,4,CreditCard
133,4/14/2020,1044,2025,402,2,223.7,10,Check
134,4/15/2020,1135,2064,403,1,793.91,7,Check
135,4/16/2020,1065,2061,403,2,639.74,57,CreditCard
136,4/17/2020,1029,2059,401,1,921.69,11,Cash
137,4/18/2020,1193,2028,404,2,1531.06,12,CreditCard
138,4/19/2020,1023,2050,401,2,298.85,72,Check
139,4/20/2020,1137,2015,404,2,539.98,5,Cash
140,4/21/2020,1172,2095,403,3,2453.95,2,CreditCard
141,4/22/2020,1163,2047,401,1,301.48,11,Check
142,4/23/2020,1120,2003,403,1,1039.99,13,Check
143,4/24/2020,1165,2008,404,2,53.27,8,CreditCard
144,4/25/2020,1166,2052,401,1,658.13,4,Cash
145,4/26/2020,1011,2004,403,3,3709,10,CreditCard
146,4/27/2020,1029,2012,402,1,0,7,Check
147,4/28/2020,1099,2058,403,3,666.75,57,Cash
148,4/29/2020,1150,2095,402,3,490.79,11,CreditCard
149,4/30/2020,1167,2012,404,3,0,12,Check
150,5/1/2020,1071,2004,403,1,834.52,72,Check
151,5/2/2020,1113,2056,402,2,839.55,5,CreditCard
152,5/3/2020,1025,2087,403,2,0,2,Cash
153,5/4/2020,1015,2050,403,1,504.31,11,CreditCard
154,5/5/2020,1031,2058,401,1,2400.3,13,Check
155,5/6/2020,1164,2081,401,0,2984.88,8,Cash
156,5/7/2020,1085,2031,402,1,508.77,4,CreditCard
157,5/8/2020,1017,2097,402,1,757.89,10,Check
158,5/9/2020,1059,2042,402,0,0,,Check
159,5/10/2020,1070,2018,402,2,0,5,CreditCard
160,5/11/2020,1044,2014,401,1,886.68,2,Cash
161,5/12/2020,1003,2045,402,2,499.42,11,CreditCard
162,5/13/2020,1004,2022,403,0,671.18,13,Check
163,5/14/2020,1032,2094,404,0,493.35,8,Cash
164,5/15/2020,1190,2008,404,3,266.36,4,CreditCard
165,5/16/2020,1199,2046,401,3,167.15,10,Check
166,5/17/2020,1128,2028,401,2,2041.41,7,Check
167,5/18/2020,1117,2082,401,0,799.8,57,
168,5/19/2020,1122,2051,404,0,234.64,11,Cash
169,5/20/2020,1125,2091,404,0,1811.58,12,CreditCard
170,5/21/2020,1020,2041,402,0,0,7,Check
171,5/22/2020,1032,2035,403,3,4499.95,9,Cash
172,5/23/2020,1152,2067,403,3,872.85,11,CreditCard
173,5/24/2020,1129,2077,404,0,2809.15,12,Check
174,5/25/2020,1179,2014,402,3,738.9,0,Check
175,5/26/2020,1115,2029,404,2,0,5,CreditCard
176,5/27/2020,1116,2051,404,0,351.96,2,Cash
177,5/28/2020,1080,2054,403,2,3602.04,11,CreditCard
178,5/29/2020,1095,2019,404,0,933.93,13,
179,5/30/2020,1023,2010,401,3,0,8,Cash
180,5/31/2020,1024,2095,403,1,3533.69,4,CreditCard
181,6/1/2020,1142,2007,403,0,583.39,10,Check
182,6/2/2020,1105,2045,404,0,624.28,7,Check
183,6/3/2020,1073,2076,403,2,1934.57,57,CreditCard
184,6/4/2020,1026,2073,402,1,1797.95,11,Cash
185,6/5/2020,1168,2061,402,0,599.76,12,CreditCard
186,6/6/2020,1089,2071,403,0,0,72,Check
187,6/7/2020,1195,2035,402,3,0,5,Cash
188,6/8/2020,1143,2098,401,2,2178.86,2,CreditCard
189,6/9/2020,1007,2023,403,2,751.63,11,Check
190,6/10/2020,1086,2044,401,1,373.64,13,Check
191,6/11/2020,1036,2072,404,0,1260.9,8,CreditCard
192,6/12/2020,1036,2094,401,0,2466.75,4,Cash
193,6/13/2020,1191,2067,402,3,872.85,10,CreditCard
194,6/14/2020,1107,2058,403,1,1800.22,7,Check
195,6/15/2020,1094,2039,403,0,1952.88,57,Cash
196,6/16/2020,1013,2019,402,0,0,11,CreditCard
197,6/17/2020,1172,2010,403,3,0,12,Check
198,6/18/2020,1169,2054,404,3,900.51,72,Check
199,6/19/2020,1106,2034,402,0,136.17,5,CreditCard
200,6/20/2020,1088,2055,401,2,129.46,2,Cash
201,6/21/2020,1173,2086,404,2,715.28,11,CreditCard
202,6/22/2020,1011,2028,404,0,0,13,Check
203,6/23/2020,1001,2026,403,1,190.4,8,Cash
204,6/24/2020,1196,2017,403,2,370.96,4,CreditCard
205,6/25/2020,1083,2015,401,3,0,10,Check
206,6/26/2020,1191,2055,402,1,48.55,,Check
207,6/27/2020,1097,2068,402,2,1312.38,5,CreditCard
208,6/28/2020,1018,2050,401,3,0,2,Cash
209,6/29/2020,1004,2058,401,2,1066.8,11,CreditCard
210,6/30/2020,1147,2054,404,3,2701.53,13,Check
211,7/1/2020,1074,2014,404,0,738.9,8,Cash
212,7/2/2020,1083,2021,404,2,668.33,4,CreditCard
213,7/3/2020,1022,2055,401,1,97.09,10,Check
214,7/4/2020,1111,2075,404,0,1561.28,7,Check
215,7/5/2020,1101,2039,403,1,2636.39,57,CreditCard
216,7/6/2020,1085,2099,402,0,646.32,11,Cash
217,7/7/2020,1130,2081,401,1,1343.2,12,CreditCard
218,7/8/2020,1198,2044,403,1,186.82,7,Check
219,7/9/2020,1060,2013,402,2,0,9,Cash
220,7/10/2020,1050,2022,402,0,671.18,11,CreditCard
221,7/11/2020,1045,2098,404,3,907.86,12,Check
222,7/12/2020,1193,2072,404,2,1681.2,0,Check
223,7/13/2020,1160,2040,402,3,138.16,5,CreditCard
224,7/14/2020,1017,2060,404,2,0,2,Cash
225,7/15/2020,1070,2075,401,2,624.51,11,CreditCard
226,7/16/2020,1129,2009,403,3,198.93,13,Check
227,7/17/2020,1115,2004,401,2,2225.4,8,Cash
228,7/18/2020,1073,2009,401,3,66.31,4,CreditCard
229,7/19/2020,1118,2074,401,3,659.5,10,Check
230,7/20/2020,1146,2083,402,2,614.53,7,Check
231,7/21/2020,1154,2060,402,0,408.38,57,CreditCard
232,7/22/2020,1115,2013,403,0,2806.08,11,Cash
233,7/23/2020,1129,2082,402,0,1066.4,12,CreditCard
234,7/24/2020,1063,2090,404,3,71.64,72,Check
235,7/25/2020,1134,2066,402,2,1238.54,5,Cash
236,7/26/2020,1095,2036,404,3,653.94,2,CreditCard
237,7/27/2020,1198,2043,401,2,1397.52,11,Check
238,7/28/2020,1016,2042,401,3,0,13,Check
239,7/29/2020,1072,2032,402,2,1512.96,8,CreditCard
240,7/30/2020,1020,2074,402,2,527.6,4,Cash
241,7/31/2020,1079,2083,404,1,691.34,10,CreditCard
242,8/1/2020,1152,2090,401,2,57.31,7,Check
243,8/2/2020,1143,2048,403,1,0,57,Cash
244,8/3/2020,1171,2089,401,3,1654.08,11,CreditCard
245,8/4/2020,1130,2046,401,2,106.98,12,Check
246,8/5/2020,1079,2023,402,2,3006.53,72,Check
247,8/6/2020,1196,2062,402,1,1114.85,5,CreditCard
248,8/7/2020,1035,2019,401,2,0,2,Cash
249,8/8/2020,1025,2064,401,2,705.7,11,CreditCard
250,8/9/2020,1196,2079,402,3,2851.62,13,Check
251,8/10/2020,1039,2020,402,1,338.25,8,Cash
252,8/11/2020,1184,2056,401,3,1574.16,4,CreditCard
253,8/12/2020,1093,2086,402,3,3576.4,10,Check
254,8/13/2020,1156,2036,404,1,392.36,,Check
255,8/14/2020,1136,2030,403,3,509.91,5,CreditCard
256,8/15/2020,1049,2047,404,3,1674.9,2,Cash
257,8/16/2020,1196,2036,404,3,0,11,CreditCard
258,8/17/2020,1041,2025,402,2,671.09,13,Check
259,8/18/2020,1013,2082,404,2,1066.4,8,Cash
260,8/19/2020,1141,2013,401,2,748.29,4,CreditCard
261,8/20/2020,1021,2097,402,2,673.68,10,Check
262,8/21/2020,1115,2065,402,3,1881.36,7,Check
263,8/22/2020,1023,2028,404,2,510.35,57,CreditCard
264,8/23/2020,1006,2053,401,3,610.15,11,Cash
265,8/24/2020,1128,2047,402,3,1004.94,12,CreditCard
266,8/25/2020,1020,2047,402,0,669.96,7,Check
267,8/26/2020,1081,2012,403,1,1682.61,9,Cash
268,8/27/2020,1035,2004,403,3,927.25,11,CreditCard
269,8/28/2020,1178,2017,404,3,1854.8,12,Check
270,8/29/2020,1157,2000,401,0,1938.62,0,Check
271,8/30/2020,1065,2027,402,3,775.83,5,CreditCard
272,8/31/2020,1028,2099,403,1,3490.13,2,Cash
273,9/1/2020,1077,2015,401,1,1822.42,11,CreditCard
274,9/2/2020,1107,2081,404,0,2238.66,13,Check
275,9/3/2020,1028,2063,401,1,994.43,8,Cash
276,9/4/2020,1183,2018,403,3,2711.3,4,CreditCard
277,9/5/2020,1000,2078,403,1,0,10,Check
278,9/6/2020,1146,2053,402,0,1220.3,7,Check
279,9/7/2020,1134,2046,401,0,33.43,57,CreditCard
280,9/8/2020,1099,2060,401,3,1633.52,11,Cash
281,9/9/2020,1095,2032,401,2,1512.96,12,CreditCard
282,9/10/2020,1017,2044,402,0,207.58,72,Check
283,9/11/2020,1197,2074,403,1,593.55,5,Cash
284,9/12/2020,1011,2045,403,1,842.78,2,CreditCard
285,9/13/2020,1199,2087,404,3,159.32,11,Check
286,9/14/2020,1161,2023,402,0,939.54,13,Check
287,9/15/2020,1183,2099,404,0,1292.64,8,CreditCard
288,9/16/2020,1075,2025,401,1,0,4,Cash
289,9/17/2020,1010,2040,403,3,138.16,10,CreditCard
290,9/18/2020,1139,2060,403,0,1225.14,7,Check
291,9/19/2020,1192,2082,402,2,213.28,57,Cash
292,9/20/2020,1091,2099,401,2,1034.11,11,CreditCard
293,9/21/2020,1069,2015,403,3,2699.88,12,Check
294,9/22/2020,1102,2095,404,3,1472.37,72,Check
295,9/23/2020,1086,2023,404,3,3758.16,5,CreditCard
296,9/24/2020,1094,2066,403,0,1032.12,2,Cash
297,9/25/2020,1186,2054,401,3,0,11,CreditCard
298,9/26/2020,1154,2023,403,2,751.63,13,Check
299,9/27/2020,1026,2010,403,2,62.27,8,Cash
300,9/28/2020,1078,2057,404,1,393.28,4,CreditCard
301,9/29/2020,1176,2056,403,3,524.72,10,Check
302,9/30/2020,1010,2093,403,3,0,,Check
303,10/1/2020,1070,2081,401,0,1492.44,5,CreditCard
304,10/2/2020,1171,2081,404,2,596.98,2,Cash
305,10/3/2020,1131,2095,402,0,1472.37,11,CreditCard
306,10/4/2020,1036,2077,404,0,1123.66,13,Check
307,10/5/2020,1032,2008,402,2,106.54,8,Cash
308,10/6/2020,1092,2049,401,1,0,4,CreditCard
309,10/7/2020,1173,2057,403,2,349.58,10,Check
310,10/8/2020,1113,2097,401,1,757.89,7,Check
311,10/9/2020,1135,2046,404,2,80.23,57,CreditCard
312,10/10/2020,1166,2035,402,0,899.99,11,Cash
313,10/11/2020,1006,2094,402,3,1480.05,12,CreditCard
314,10/12/2020,1132,2049,401,2,1503.74,7,Check
315,10/13/2020,1198,2033,404,1,2257.88,9,Cash
316,10/14/2020,1156,2036,404,1,784.73,11,CreditCard
317,10/15/2020,1031,2017,401,3,0,12,Check
318,10/16/2020,1044,2091,404,0,1811.58,0,Check
319,10/17/2020,1174,2040,403,0,34.54,5,CreditCard
320,10/18/2020,1140,2069,403,2,557.74,2,Cash
321,10/19/2020,1040,2091,402,2,724.63,11,CreditCard
322,10/20/2020,1130,2028,401,1,574.15,13,Check
323,10/21/2020,1035,2030,404,0,339.94,8,
324,10/22/2020,1092,2070,403,3,102.54,4,Cash
325,10/23/2020,1141,2016,401,0,0,10,CreditCard
326,10/24/2020,1079,2050,404,3,186.78,7,Check
327,10/25/2020,1196,2052,401,1,2632.54,57,Check
328,10/26/2020,1081,2082,401,3,1066.4,11,CreditCard
329,10/27/2020,1119,2087,403,1,0,12,Cash
330,10/28/2020,1199,2070,402,1,30.76,72,CreditCard
331,10/29/2020,1110,2064,401,0,0,5,Check
332,10/30/2020,1132,2019,403,1,1681.07,2,Cash
333,10/31/2020,1041,2041,402,2,643.37,11,CreditCard
334,11/1/2020,1132,2036,401,2,348.77,13,Check
335,11/2/2020,1050,2081,403,1,2686.39,8,Check
336,11/3/2020,1160,2038,401,1,0,4,CreditCard
337,11/4/2020,1151,2074,402,1,1187.1,10,Cash
338,11/5/2020,1168,2079,403,0,1901.08,7,CreditCard
339,11/6/2020,1007,2010,401,2,62.27,57,Check
340,11/7/2020,1166,2026,404,0,0,11,Cash
341,11/8/2020,1127,2080,403,2,1997.42,12,CreditCard
342,11/9/2020,1123,2031,404,2,1356.72,72,Check
343,11/10/2020,1116,2009,401,1,119.36,5,Check
344,11/11/2020,1112,2053,404,3,0,2,CreditCard
345,11/12/2020,1052,2043,402,2,698.76,11,Cash
346,11/13/2020,1183,2040,403,3,103.62,13,CreditCard
347,11/14/2020,1033,2097,403,0,4210.5,8,Check
348,11/15/2020,1081,2030,404,0,339.94,4,Cash
349,11/16/2020,1068,2057,402,1,1179.85,10,CreditCard
350,11/17/2020,1024,2006,403,3,594,,Check
351,11/18/2020,1157,2053,402,1,1098.27,5,Check
352,11/19/2020,1083,2073,403,1,2247.44,2,CreditCard
353,11/20/2020,1195,2020,404,3,1879.15,11,Cash
354,11/21/2020,1127,2039,404,0,1952.88,13,CreditCard
355,11/22/2020,1023,2050,404,1,0,8,Check
356,11/23/2020,1055,2074,403,0,1978.5,4,
357,11/24/2020,1012,2036,404,3,653.94,10,Cash
358,11/25/2020,1073,2068,401,0,2460.72,7,CreditCard
359,11/26/2020,1110,2017,403,2,370.96,57,Check
360,11/27/2020,1195,2051,403,0,117.32,11,Check
361,11/28/2020,1102,2006,402,2,792,12,CreditCard
362,11/29/2020,1141,2036,401,3,871.92,7,Cash
363,11/30/2020,1129,2057,403,0,1747.92,9,CreditCard
364,12/1/2020,1032,2012,404,2,997.1,11,Check
365,12/2/2020,1086,2071,403,1,553.64,12,Cash
366,12/3/2020,1050,2077,404,0,561.83,0,CreditCard
367,12/4/2020,1011,2004,402,2,0,5,Check
368,12/5/2020,1121,2066,404,1,0,2,Check
369,12/6/2020,1155,2065,402,2,1128.82,11,CreditCard
370,12/7/2020,1156,2040,402,3,138.16,13,Cash
371,12/8/2020,1157,2094,403,2,1578.72,8,CreditCard
372,12/9/2020,1129,2065,404,2,752.54,4,Check
373,12/10/2020,1121,2002,403,2,2771.2,10,Cash
374,12/11/2020,1172,2014,404,2,197.04,7,CreditCard
375,12/12/2020,1185,2088,401,3,2128.05,57,Check
376,12/13/2020,1067,2083,402,0,0,11,Check
377,12/14/2020,1149,2061,402,3,1199.52,12,CreditCard
378,12/15/2020,1037,2087,402,0,318.64,72,Cash
379,12/16/2020,1146,2089,401,1,744.34,5,CreditCard
380,12/17/2020,1004,2056,403,3,2098.88,2,Check
381,12/18/2020,1038,2052,402,3,2193.78,11,Cash
382,12/19/2020,1128,2099,404,0,3877.92,13,CreditCard
383,12/20/2020,1180,2017,402,2,741.92,8,Check
384,12/21/2020,1169,2061,404,2,319.87,4,Check
385,12/22/2020,1044,2058,403,2,1066.8,10,CreditCard
386,12/23/2020,1173,2098,403,3,3631.44,,Cash
387,12/24/2020,1049,2031,403,2,1356.72,7,CreditCard
388,12/25/2020,1057,2038,403,1,2501.58,9,Check
389,12/26/2020,1176,2090,404,2,343.87,11,Cash
390,12/27/2020,1122,2044,403,2,166.06,12,CreditCard
391,12/28/2020,1031,2073,404,3,1498.29,0,Check
392,12/29/2020,1088,2098,402,2,726.29,5,Check
393,12/30/2020,1010,2036,401,2,348.77,2,CreditCard
394,12/31/2020,1113,2083,403,3,3072.64,11,Cash
395,1/1/2021,1054,2025,403,2,671.09,13,CreditCard
396,1/2/2021,1035,2013,402,1,1683.65,8,Check
397,1/3/2021,1012,2085,402,1,217.94,4,Cash
398,1/4/2021,1013,2012,404,2,1994.21,10,CreditCard
399,1/5/2021,1183,2060,401,1,367.54,7,Check
400,1/6/2021,1001,2070,402,3,102.54,57,Check
401,1/7/2021,1167,2060,404,1,735.08,11,CreditCard
402,1/8/2021,1193,2036,403,2,348.77,12,Cash
403,1/9/2021,1165,2007,401,1,0,72,CreditCard
404,1/10/2021,1136,2094,401,1,1776.06,5,Check
405,1/11/2021,1106,2022,401,3,671.18,2,Cash
406,1/12/2021,1126,2023,403,0,0,11,CreditCard
407,1/13/2021,1002,2038,401,2,1482.42,13,Check
408,1/14/2021,1072,2058,404,1,1200.15,8,Check
409,1/15/2021,1129,2059,403,1,1382.54,4,CreditCard
410,1/16/2021,1028,2042,402,3,502.83,10,Cash
411,1/17/2021,1165,2032,402,0,0,7,CreditCard
412,1/18/2021,1188,2043,403,1,1572.21,57,Check
413,1/19/2021,1044,2078,404,3,426.03,11,Cash
414,1/20/2021,1131,2041,401,3,3216.84,12,CreditCard
415,1/21/2021,1171,2012,402,1,1121.74,72,Check
416,1/22/2021,1122,2041,402,0,1608.42,5,Check
417,1/23/2021,1066,2049,402,3,0,2,CreditCard
418,1/24/2021,1192,2034,403,2,326.81,11,Cash
419,1/25/2021,1149,2092,401,2,1157.3,13,CreditCard
420,1/26/2021,1167,2046,402,0,133.72,8,Check
421,1/27/2021,1170,2015,404,2,0,4,Cash
422,1/28/2021,1040,2051,403,0,469.28,10,CreditCard
423,1/29/2021,1163,2037,403,1,0,,Check
424,1/30/2021,1056,2017,404,1,834.66,5,Check
425,1/31/2021,1116,2095,403,3,490.79,2,CreditCard
426,2/1/2021,1179,2070,404,1,61.52,11,Cash
427,2/2/2021,1195,2031,401,3,1695.9,13,CreditCard
428,2/3/2021,1135,2090,403,0,0,8,Check
429,2/4/2021,1144,2014,401,1,443.34,4,Cash
430,2/5/2021,1146,2068,402,1,2952.86,10,CreditCard
431,2/6/2021,1083,2066,404,0,516.06,7,Check
432,2/7/2021,1174,2026,404,0,423.12,57,Check
433,2/8/2021,1130,2057,401,3,1747.92,11,CreditCard
434,2/9/2021,1033,2065,404,3,0,12,Cash
435,2/10/2021,1144,2007,404,2,933.42,7,CreditCard
436,2/11/2021,1185,2002,404,2,692.8,9,Check
437,2/12/2021,1000,2095,402,0,0,11,Cash
438,2/13/2021,1011,2054,403,0,900.51,12,CreditCard
439,2/14/2021,1138,2007,401,3,2333.56,0,Check
440,2/15/2021,1008,2036,404,1,196.18,5,Check
441,2/16/2021,1196,2017,404,2,741.92,2,CreditCard
442,2/17/2021,1097,2057,404,3,436.98,11,Cash
443,2/18/2021,1020,2087,402,2,637.28,13,CreditCard
444,2/19/2021,1030,2022,404,1,604.06,8,Check
445,2/20/2021,1186,2028,401,0,2551.76,4,Cash
446,2/21/2021,1076,2059,404,3,1536.15,10,CreditCard
447,2/22/2021,1058,2031,404,2,0,7,Check
448,2/23/2021,1039,2035,402,0,899.99,57,Check
449,2/24/2021,1008,2084,404,0,845.55,11,CreditCard
450,2/25/2021,1061,2026,401,0,423.12,12,Cash
451,2/26/2021,1152,2004,404,0,2781.75,72,CreditCard
452,2/27/2021,1062,2094,401,3,1973.4,5,Check
453,2/28/2021,1112,2029,402,0,13.51,2,Cash
454,3/1/2021,1035,2064,403,1,0,11,CreditCard
455,3/2/2021,1187,2073,403,2,399.54,13,Check
456,3/3/2021,1060,2038,402,1,3335.44,8,Check
457,3/4/2021,1105,2038,403,0,1853.02,4,CreditCard
458,3/5/2021,1142,2075,402,3,3903.2,10,Cash
459,3/6/2021,1142,2063,401,2,1325.9,7,CreditCard
460,3/7/2021,1164,2085,404,2,387.44,57,Check
461,3/8/2021,1178,2053,404,1,1647.4,11,Cash
462,3/9/2021,1076,2048,402,3,1072.89,12,CreditCard
463,3/10/2021,1061,2028,403,1,1148.29,72,Check
464,3/11/2021,1118,2007,404,3,1750.17,5,Check
465,3/12/2021,1142,2067,402,3,1163.8,2,CreditCard
466,3/13/2021,1062,2032,402,2,756.48,11,Cash
467,3/14/2021,1165,2010,404,2,124.54,13,CreditCard
468,3/15/2021,1023,2068,402,0,2460.72,8,Check
469,3/16/2021,1068,2048,401,0,715.26,4,Cash
470,3/17/2021,1048,2097,402,3,0,10,CreditCard
471,3/18/2021,1053,2042,403,0,167.61,,Check
472,3/19/2021,1054,2024,401,3,372.81,5,Check
473,3/20/2021,1062,2089,402,3,1240.56,2,CreditCard
